Customer ID,Age,Gender,Marital Status,Annual Income,Total Purchases,Preferred Category
1644,28,Female,Single,81000,12,Electronics
1645,74,Female,Single,78000,43,Appliances
1646,42,Male,Single,49000,23,Electronics
1647,73,Male,Married,49000,32,Appliances
1648,70,Female,Single,94000,19,Electronics
1649,27,Female,Married,53000,23,Electronics
1650,43,Male,Single,66000,58,Electronics
1651,73,Female,Divorced,32000,69,Appliances
1652,64,Female,Divorced,75000,28,Appliances
1653,71,Male,Single,20000,5,Appliances
1654,49,Female,Divorced,24000,30,Electronics
1655,47,Male,Divorced,86000,52,Electronics
1656,68,Female,Single,57000,68,Appliances
1657,53,Male,Married,68000,50,Electronics
1658,68,Female,Married,19000,19,Electronics
1659,67,Female,Married,76000,64,Appliances
1660,42,Female,Single,66000,2,Electronics
1661,65,Female,Divorced,47000,68,Electronics
1662,25,Female,Divorced,55000,18,Appliances
1663,56,Male,Divorced,42000,53,Appliances
1664,40,Male,Divorced,68000,70,Electronics
1665,21,Male,Married,17000,37,Appliances
1666,37,Male,Married,47000,17,Electronics
1667,34,Male,Divorced,93000,59,Appliances
1668,52,Female,Single,80000,60,Appliances
1669,40,Male,Divorced,75000,48,Appliances
1670,34,Female,Single,47000,29,Electronics
1671,37,Female,Married,95000,67,Electronics
1672,20,Female,Single,50000,69,Electronics
1673,25,Female,Divorced,49000,15,Electronics
1674,65,Male,Single,68000,4,Appliances
1675,69,Male,Single,89000,26,Appliances
1676,67,Male,Divorced,54000,15,Appliances
1677,64,Male,Divorced,58000,31,Appliances
1678,25,Male,Divorced,86000,28,Appliances
1679,26,Female,Single,86000,20,Electronics
1680,50,Female,Divorced,56000,7,Electronics
1681,65,Female,Divorced,43000,30,Electronics
1682,21,Female,Single,26000,32,Electronics
1683,39,Male,Single,45000,69,Electronics
1684,50,Female,Married,36000,35,Electronics
1685,44,Female,Divorced,17000,23,Appliances
1686,56,Female,Married,58000,62,Electronics
1687,20,Male,Divorced,47000,29,Electronics
1688,40,Female,Single,30000,50,Electronics
1689,74,Female,Married,33000,6,Electronics
1690,65,Male,Divorced,21000,54,Electronics
1691,34,Female,Married,22000,38,Electronics
1692,57,Female,Married,55000,32,Appliances
1693,64,Female,Single,91000,53,Appliances
1694,30,Female,Married,29000,8,Electronics
1695,74,Female,Divorced,74000,49,Appliances
1696,36,Female,Married,17000,4,Electronics
1697,65,Male,Divorced,37000,6,Appliances
1698,49,Male,Single,48000,4,Electronics
1699,64,Male,Divorced,58000,57,Appliances
1700,47,Male,Married,40000,59,Appliances
1701,31,Male,Divorced,93000,2,Electronics
1702,54,Female,Married,53000,17,Appliances
1703,46,Male,Divorced,91000,22,Appliances
1704,74,Female,Divorced,87000,27,Electronics
1705,47,Male,Single,48000,62,Electronics
1706,49,Male,Single,19000,68,Electronics
1707,22,Female,Single,15000,15,Electronics
1708,20,Male,Divorced,33000,36,Electronics
1709,45,Female,Single,61000,24,Electronics
1710,30,Female,Married,42000,55,Appliances
1711,30,Male,Divorced,46000,41,Electronics
1712,69,Female,Single,41000,15,Appliances
1713,71,Male,Single,35000,40,Electronics
1714,45,Female,Single,51000,69,Electronics
1715,33,Female,Single,45000,42,Electronics
1716,49,Female,Single,29000,17,Electronics
1717,52,Female,Single,73000,19,Appliances
1718,74,Male,Divorced,16000,43,Electronics
1719,34,Male,Divorced,93000,4,Appliances
1720,52,Male,Single,76000,65,Electronics
1721,52,Male,Married,35000,40,Electronics
1722,36,Male,Single,40000,47,Electronics
1723,68,Male,Married,28000,37,Appliances
1724,30,Male,Married,70000,28,Appliances
1725,57,Female,Single,35000,49,Electronics
1726,19,Female,Divorced,77000,41,Electronics
1727,22,Male,Single,65000,6,Appliances
1728,51,Female,Divorced,72000,28,Appliances
1729,53,Male,Married,21000,9,Electronics
1730,29,Male,Single,27000,69,Appliances
1731,31,Female,Single,56000,70,Appliances
1732,61,Male,Married,67000,25,Electronics
1733,74,Female,Divorced,74000,31,Appliances
1734,31,Female,Single,16000,39,Electronics
1735,19,Female,Divorced,43000,20,Electronics
1736,26,Female,Divorced,22000,7,Appliances
1737,34,Male,Single,30000,45,Appliances
1738,73,Male,Divorced,48000,5,Appliances
1739,49,Female,Married,58000,37,Appliances
1740,67,Male,Divorced,87000,48,Appliances
1741,73,Female,Married,34000,44,Appliances
1742,45,Female,Single,24000,49,Electronics
1743,35,Female,Married,72000,28,Appliances
1744,22,Female,Single,72000,70,Electronics
1745,62,Male,Divorced,83000,40,Appliances
1746,57,Female,Divorced,26000,10,Appliances
1747,43,Female,Divorced,19000,41,Electronics
1748,67,Male,Single,30000,59,Appliances
1749,63,Male,Married,28000,16,Appliances
1750,67,Male,Single,31000,27,Electronics
1751,70,Male,Divorced,21000,53,Electronics
1752,25,Female,Single,85000,48,Electronics
1753,53,Female,Single,80000,15,Electronics
1754,42,Male,Divorced,40000,38,Appliances
1755,41,Male,Single,17000,21,Electronics
1756,33,Female,Single,65000,5,Appliances
1757,44,Female,Single,41000,65,Appliances
1758,64,Female,Married,52000,50,Electronics
1759,37,Male,Single,70000,6,Electronics
1760,72,Female,Single,56000,15,Electronics
1761,61,Male,Divorced,32000,13,Electronics
1762,49,Female,Divorced,57000,15,Appliances
1763,40,Female,Divorced,38000,51,Electronics
1764,28,Male,Married,38000,14,Appliances
1765,44,Male,Divorced,60000,12,Appliances
1766,57,Male,Divorced,91000,9,Appliances
1767,56,Female,Single,63000,64,Appliances
1768,38,Male,Single,55000,2,Appliances
1769,65,Male,Divorced,89000,36,Electronics
1770,30,Male,Divorced,61000,33,Electronics
1771,69,Female,Single,32000,34,Electronics
1772,57,Male,Single,39000,6,Electronics
1773,37,Female,Single,69000,58,Electronics
1774,37,Male,Divorced,59000,65,Electronics
1775,74,Female,Single,62000,37,Appliances
1776,46,Male,Divorced,15000,40,Electronics
1777,63,Male,Single,75000,27,Electronics
1778,26,Male,Single,49000,67,Appliances
1779,75,Male,Married,42000,47,Electronics
1780,60,Male,Married,42000,65,Electronics
1781,20,Female,Married,75000,10,Electronics
1782,50,Male,Single,49000,39,Electronics
1783,55,Male,Married,42000,4,Electronics
1784,49,Female,Single,31000,67,Appliances
1785,69,Female,Married,34000,56,Electronics
1786,53,Female,Divorced,51000,35,Electronics
1787,33,Male,Divorced,33000,7,Appliances
1788,47,Female,Married,29000,20,Electronics
1789,73,Female,Married,75000,69,Appliances
1790,23,Male,Divorced,53000,49,Electronics
1791,38,Female,Single,48000,18,Electronics
1792,73,Male,Divorced,38000,37,Appliances
1793,64,Female,Single,28000,41,Appliances
1794,68,Male,Married,91000,13,Electronics
1795,51,Female,Divorced,27000,5,Appliances
1796,27,Male,Divorced,81000,53,Electronics
1797,34,Female,Married,57000,56,Appliances
1798,58,Female,Divorced,26000,32,Electronics
1799,21,Male,Divorced,53000,9,Appliances
1800,62,Female,Divorced,33000,59,Appliances
1801,24,Female,Single,32000,6,Electronics
1802,36,Female,Divorced,58000,2,Appliances
1803,31,Male,Divorced,55000,7,Appliances
1804,65,Female,Single,16000,11,Appliances
1805,36,Female,Single,30000,48,Electronics
1806,24,Female,Married,37000,11,Electronics
1807,27,Female,Single,27000,5,Electronics
1808,55,Female,Married,51000,54,Appliances
1809,69,Female,Divorced,33000,15,Appliances
1810,37,Male,Divorced,91000,30,Appliances
1811,26,Female,Married,47000,3,Appliances
1812,74,Male,Married,67000,14,Appliances
1813,37,Female,Divorced,53000,23,Appliances
1814,29,Female,Married,15000,10,Electronics
1815,56,Female,Divorced,42000,60,Electronics
1816,33,Male,Single,24000,35,Appliances
1817,66,Female,Married,56000,11,Appliances
1818,33,Female,Married,74000,60,Electronics
1819,33,Female,Divorced,17000,69,Appliances
1820,61,Male,Single,41000,4,Appliances
1821,52,Male,Married,41000,30,Appliances
1822,35,Female,Divorced,70000,23,Appliances
1823,35,Male,Divorced,43000,24,Electronics
1824,50,Female,Married,52000,55,Appliances
1825,65,Male,Divorced,47000,22,Electronics
1826,39,Male,Single,37000,19,Appliances
1827,70,Male,Married,84000,23,Appliances
1828,24,Female,Single,30000,67,Appliances
1829,54,Male,Single,61000,43,Appliances
1830,60,Female,Married,28000,14,Appliances
1831,66,Male,Single,79000,64,Electronics
1832,26,Male,Divorced,40000,50,Electronics
1833,57,Male,Married,18000,61,Appliances
1834,71,Female,Divorced,66000,44,Appliances
1835,36,Female,Single,92000,13,Electronics
1836,57,Female,Single,93000,68,Appliances
1837,24,Male,Divorced,43000,6,Electronics
1838,25,Male,Single,89000,10,Appliances
1839,74,Female,Single,90000,45,Electronics
1840,39,Female,Married,23000,61,Electronics
1841,23,Female,Single,60000,27,Appliances
1842,52,Male,Married,82000,58,Electronics
1843,52,Female,Single,20000,18,Appliances
1844,46,Female,Married,58000,28,Electronics
1845,19,Male,Single,65000,34,Appliances
1846,53,Male,Married,40000,38,Electronics
1847,20,Male,Divorced,47000,17,Appliances
1848,65,Male,Single,45000,11,Appliances
1849,42,Male,Single,80000,52,Appliances
1850,75,Female,Divorced,50000,51,Electronics
1851,50,Male,Divorced,31000,26,Appliances
1852,75,Male,Married,20000,32,Appliances
1853,34,Male,Married,24000,59,Electronics
1854,26,Female,Married,70000,27,Electronics
1855,51,Male,Married,69000,21,Appliances
1856,75,Male,Divorced,84000,42,Appliances
1857,72,Male,Single,23000,45,Electronics
1858,65,Male,Single,87000,69,Appliances
1859,73,Female,Single,42000,3,Electronics
1860,24,Male,Divorced,86000,46,Appliances
1861,44,Female,Divorced,17000,9,Electronics
1862,50,Female,Single,17000,38,Appliances
1863,39,Female,Married,75000,57,Electronics
1864,39,Male,Divorced,91000,58,Electronics
1865,33,Male,Married,67000,42,Appliances
1866,26,Male,Single,32000,7,Electronics
1867,34,Male,Single,48000,11,Appliances
1868,48,Male,Divorced,48000,13,Appliances
1869,22,Female,Married,89000,30,Electronics
1870,36,Male,Married,82000,57,Appliances
1871,42,Male,Divorced,67000,8,Appliances
1872,42,Male,Divorced,77000,16,Appliances
1873,71,Female,Divorced,33000,46,Electronics
1874,19,Male,Divorced,59000,18,Appliances
1875,69,Female,Divorced,55000,29,Appliances
1876,41,Male,Divorced,19000,47,Electronics
1877,65,Male,Divorced,52000,41,Appliances
1878,49,Male,Divorced,36000,13,Appliances
1879,20,Male,Married,33000,41,Electronics
1880,24,Male,Divorced,66000,54,Electronics
1881,33,Female,Divorced,19000,17,Appliances
1882,31,Male,Divorced,38000,29,Appliances
1883,42,Female,Divorced,94000,32,Appliances
1884,74,Male,Married,17000,7,Electronics
1885,69,Male,Divorced,94000,1,Appliances
1886,60,Female,Married,93000,34,Electronics
1887,20,Male,Single,31000,9,Appliances
1888,62,Female,Married,65000,28,Appliances
1889,24,Male,Single,42000,26,Appliances
1890,64,Female,Single,94000,48,Electronics
1891,34,Female,Single,18000,40,Appliances
1892,66,Female,Married,30000,60,Electronics
1893,58,Male,Divorced,55000,17,Appliances
1894,32,Female,Married,60000,44,Appliances
1895,48,Female,Married,59000,58,Appliances
1896,62,Female,Married,23000,51,Appliances
1897,41,Male,Married,71000,10,Electronics
1898,36,Male,Married,72000,32,Electronics
1899,28,Female,Divorced,20000,42,Appliances
1900,54,Female,Divorced,41000,51,Electronics
1901,48,Female,Divorced,85000,54,Electronics
1902,32,Male,Married,83000,31,Electronics
1903,58,Female,Single,16000,60,Electronics
1904,49,Male,Single,48000,1,Appliances
1905,74,Female,Married,79000,47,Appliances
1906,50,Female,Single,52000,66,Electronics
1907,55,Male,Married,91000,46,Appliances
1908,67,Male,Married,41000,51,Electronics
1909,55,Female,Single,17000,1,Appliances
1910,24,Female,Married,78000,37,Electronics
1911,38,Male,Married,80000,68,Electronics
1912,69,Female,Single,63000,8,Appliances
1913,38,Male,Married,39000,43,Appliances
1914,45,Male,Single,63000,50,Electronics
1915,58,Female,Single,42000,39,Appliances
1916,53,Male,Married,46000,55,Electronics
1917,71,Female,Single,67000,25,Appliances
1918,35,Male,Married,46000,45,Electronics
1919,70,Female,Married,48000,49,Appliances
1920,20,Female,Divorced,88000,16,Electronics
1921,35,Female,Single,74000,24,Appliances
1922,29,Male,Single,59000,49,Electronics
1923,47,Male,Single,17000,36,Electronics
1924,54,Male,Single,27000,70,Appliances
1925,65,Male,Divorced,32000,5,Appliances
1926,56,Female,Married,42000,55,Appliances
1927,31,Female,Single,38000,51,Appliances
1928,34,Male,Single,72000,34,Electronics
1929,62,Female,Single,94000,65,Appliances
1930,56,Female,Divorced,95000,26,Electronics
1931,44,Male,Married,34000,68,Electronics
1932,19,Female,Single,32000,19,Appliances
1933,59,Male,Married,80000,3,Electronics
1934,41,Female,Married,17000,60,Electronics
1935,73,Female,Single,76000,25,Electronics
1936,23,Female,Divorced,95000,48,Appliances
1937,49,Male,Married,80000,18,Electronics
1938,51,Female,Married,78000,44,Appliances
1939,41,Male,Single,61000,69,Electronics
1940,48,Female,Married,54000,41,Appliances
1941,47,Male,Single,31000,36,Appliances
1942,57,Female,Single,84000,21,Appliances
1943,26,Male,Divorced,49000,52,Appliances
1944,68,Female,Married,28000,57,Electronics
1945,63,Male,Divorced,82000,17,Electronics
1946,22,Female,Married,51000,64,Appliances
1947,33,Female,Married,53000,65,Appliances
1948,56,Male,Single,78000,30,Electronics
1949,28,Female,Single,89000,2,Electronics
1950,31,Male,Divorced,95000,66,Electronics
1951,38,Male,Single,48000,7,Appliances
1952,49,Female,Single,93000,21,Appliances
1953,26,Male,Married,42000,66,Appliances
1954,41,Male,Married,53000,24,Appliances
1955,33,Male,Married,36000,11,Electronics
1956,75,Male,Married,17000,39,Electronics
1957,38,Male,Divorced,70000,15,Electronics
1958,40,Male,Single,67000,64,Electronics
1959,50,Male,Single,75000,46,Appliances
1960,27,Male,Married,41000,53,Electronics
1961,67,Female,Divorced,94000,65,Electronics
1962,46,Female,Divorced,24000,67,Electronics
1963,43,Female,Divorced,54000,24,Electronics
1964,46,Female,Divorced,24000,57,Appliances
1965,73,Male,Single,30000,59,Appliances
1966,30,Female,Married,48000,12,Appliances
1967,28,Female,Divorced,94000,49,Electronics
1968,51,Female,Divorced,66000,1,Electronics
1969,52,Female,Divorced,58000,52,Appliances
1970,72,Male,Divorced,53000,44,Appliances
1971,56,Female,Divorced,79000,49,Appliances
1972,49,Male,Single,75000,62,Electronics
1973,59,Male,Divorced,21000,19,Appliances
1974,28,Male,Divorced,24000,39,Appliances
1975,74,Male,Married,87000,28,Electronics
1976,47,Male,Married,29000,38,Appliances
1977,52,Female,Married,79000,47,Appliances
1978,58,Male,Divorced,67000,5,Appliances
1979,47,Male,Married,60000,52,Electronics
1980,55,Female,Divorced,41000,15,Appliances
1981,69,Male,Single,78000,29,Appliances
1982,41,Male,Divorced,49000,6,Electronics
1983,41,Female,Married,74000,39,Appliances
1984,30,Female,Single,25000,50,Appliances
1985,37,Male,Married,52000,31,Electronics
1986,30,Female,Divorced,90000,26,Electronics
1987,19,Female,Divorced,57000,44,Electronics
1988,25,Female,Divorced,40000,60,Electronics
1989,44,Female,Divorced,73000,48,Appliances
1990,58,Female,Married,77000,50,Electronics
1991,21,Female,Divorced,18000,40,Appliances
1992,65,Male,Single,55000,10,Appliances
1993,75,Male,Divorced,78000,49,Appliances
1994,24,Female,Divorced,78000,1,Electronics
1995,54,Female,Divorced,53000,44,Appliances
1996,26,Male,Married,33000,39,Appliances
1997,31,Male,Divorced,77000,61,Electronics
1998,68,Male,Married,69000,56,Appliances
1999,67,Female,Divorced,87000,32,Appliances
